date,Q1in,Q2in,Q3in,Q4in,Q5in
1992-07-09,210156042.2,14221248.88,86400,4367671.2,2908170.192
1992-07-10,209346301.4,13638135.28,86400,4367671.2,2908170.192
1992-07-11,207729930.2,13226937.29,86400,4435063.2,2953042.481
1992-07-12,206800542.7,12258145.5,86400,4435063.2,2953042.481
1992-07-13,205873332.5,10324472.2,86400,4184546.4,2786238.375
1992-07-14,204266292.5,14727871.7,86400,3767688,2508677.378
1992-07-15,204266292.5,13555538.96,86400,3991442.4,2657662.008
1992-07-16,202664436.5,14221248.88,86400,4536864,3020825.526
1992-07-17,201067764.5,14473771.37,86400,4435063.2,2953042.481
1992-07-18,200149056,13063665.48,86400,4435063.2,2953042.481
1992-07-19,199353830.4,12099195.59,86400,4570992,3043549.313
1992-07-20,198559641.6,10854145.15,86400,3878496,2582457.777
1992-07-21,198559641.6,12578171.96,86400,3552444,2365359.313
1992-07-22,198437195.5,13555538.96,86400,4223901.6,2812442.641
1992-07-23,198437195.5,13473148.44,86400,4367671.2,2908170.192
1992-07-24,198437195.5,13720937.41,86400,4263516,2838819.493
1992-07-25,198314956.8,13473148.44,86400,4334126.4,2885834.722
1992-07-26,198314956.8,11941000.3,86400,4435063.2,2953042.481
1992-07-27,198192718.1,12578171.96,86400,4223901.6,2812442.641
1992-07-28,198070686.7,14221248.88,86400,3767688,2508677.378
1992-07-29,194906373.1,14305285.84,86400,4145450.4,2760206.694
1992-07-30,191761758.7,15240600.06,86400,4401324,2930577.572
1992-07-31,190197227.5,15499296.69,86400,4639550.4,3089198.238
1992-08-01,189416517.1,14473771.37,86400,4777768.8,3181229.578
1992-08-02,189416517.1,14473771.37,86400,4812566.4,3204399.212
1992-08-03,190197227.5,15154710.85,86400,4536864,3020825.526
1992-08-04,189416517.1,16372526.46,86400,4435063.2,2953042.481
1992-08-05,188515849,16726510.71,86400,4987958.4,3321182.221
1992-08-06,188515849,16815418.39,86400,5201517.6,3463378.479
1992-08-07,187737212.2,16021217.66,86400,5237438.4,3487295.984
1992-08-08,186063194.9,15240600.06,86400,5237438.4,3487295.984
1992-08-09,182974567.7,14305285.84,86400,5058763.2,3368326.889
1992-08-10,181316309.8,15069027.46,86400,4570992,3043549.313
1992-08-11,180549077.8,15585871.91,86400,4468910.4,2975579.301
1992-08-12,179019797.8,15846557.99,86400,4847450.4,3227626.374
1992-08-13,178257749.8,15759502.56,86400,4952685.6,3297696.18
1992-08-14,179019797.8,17352294.51,86400,4952685.6,3297696.18
1992-08-15,180549077.8,13145232.79,86400,5345740.8,3559408.054
1992-08-16,180427357.4,11941000.3,86400,4812566.4,3204399.212
1992-08-17,180427357.4,12258145.5,86400,4145450.4,2760206.694
1992-08-18,180427357.4,13473148.44,86400,3587738.4,2388859.736
1992-08-19,179662199,15499296.69,86400,3659018.4,2436320.811
1992-08-20,179662199,15672584.33,86400,4502844,2998173.649
1992-08-21,179662199,21563129.32,86400,4847450.4,3227626.374
1992-08-22,179662199,13226937.29,86400,5787244.8,3853379.078
1992-08-23,179662199,11941000.3,35059435.2,5675637.6,3779066.54
1992-08-24,178898077.4,12178567.64,86400,4184546.4,2786238.375
1992-08-25,178136029.4,14305285.84,86400,3695004,2460281.463
1992-08-26,178136029.4,14643011.52,86400,4067971.2,2708617.944
1992-08-27,177252468.5,14053792.38,86400,4468910.4,2975579.301
1992-08-28,175733556.5,14898072.27,86400,4435063.2,2953042.481
1992-08-29,174855179.5,14643011.52,86400,4401324,2930577.572
1992-08-30,174733873.9,13145232.79,86400,4570992,3043549.313
1992-08-31,173855704.3,13720937.41,86400,4468910.4,2975579.301
1992-09-01,173855704.3,15759502.56,86400,3991442.4,2657662.008
1992-09-02,171594443.5,15499296.69,86400,4536864,3020825.526
1992-09-03,169345624.3,15672584.33,86400,4847450.4,3227626.374
1992-09-04,168476993.3,15240600.06,86400,4812566.4,3204399.212
1992-09-05,169224526.1,13145232.79,86400,4847450.4,3227626.374
1992-09-06,174370371.8,11705010.8,86400,4570992,3043549.313
1992-09-07,175886173.4,10930567.33,86400,3767688,2508677.378
1992-09-08,175127235.8,12497908.09,86400,3413599.2,2272910.891
1992-09-09,174612568.3,14305285.84,86400,3245205.6,2160787.697
1992-09-10,174855179.5,14473771.37,86400,4067971.2,2708617.944
1992-09-11,173343525.1,14558288.54,86400,4570992,3043549.313
1992-09-12,173586551,14221248.88,86400,4536864,3020825.526
1992-09-13,176220437.8,13145232.79,86400,4570992,3043549.313
1992-09-14,181281265.9,13803876.75,86400,4334126.4,2885834.722
1992-09-15,184600270.1,15240600.06,86400,4106592,2734333.217
1992-09-16,186145102.1,15846557.99,86400,4502844,2998173.649
1992-09-17,185371649.3,16549175.58,86400,4708454.4,3135077.278
1992-09-18,182293390.1,14812869.08,86400,5023317.6,3344725.791
1992-09-19,178989937.9,14473771.37,86400,5058763.2,3368326.889
1992-09-20,176586739.2,13970304.23,86400,4708454.4,3135077.278
1992-09-21,174828741.1,13720937.41,86400,4435063.2,2953042.481
1992-09-22,173951919.4,15412858.68,86400,4145450.4,2760206.694
1992-09-23,172323521.3,15672584.33,86400,4673959.2,3112108.994
1992-09-24,170701551.4,15585871.91,86400,4812566.4,3204399.212
1992-09-25,169083728.6,15326695.07,86400,4917520.8,3274282.049
1992-09-26,168962215.7,14558288.54,86400,4812566.4,3204399.212
1992-09-27,170336805.1,13308847.6,86400,4743079.2,3158131.855
1992-09-28,172468465.9,13720937.41,86400,4435063.2,2953042.481
1992-09-29,175369432.3,15585871.91,86400,4106592,2734333.217
1992-09-30,177650392.3,15672584.33,86400,4570992,3043549.313
1992-10-01,179055463.7,14898072.27,86400,4812566.4,3204399.212
1992-10-02,178170243.8,15240600.06,86400,4812566.4,3204399.212
1992-10-03,176007271.7,14812869.08,86400,4639550.4,3089198.238
1992-10-04,174733873.9,14137417.73,86400,4777768.8,3181229.578
1992-10-05,173222219.5,13803876.75,86400,4502844,2998173.649
1992-10-06,175369432.3,14389460.01,86400,4067971.2,2708617.944
1992-10-07,180184331.5,15240600.06,86400,4367671.2,2908170.192
1992-10-08,186352254.7,15069027.46,86400,4673959.2,3112108.994
1992-10-09,191152846.1,14389460.01,86400,4708454.4,3135077.278
1992-10-10,195876506.9,12417781.42,86400,4673959.2,3112108.994
1992-10-11,201444122.9,12739317.12,86400,4605228,3066345.012
1992-10-12,216035009.3,12901148.29,86400,4184546.4,2786238.375
1992-10-13,237791220.5,13638135.28,86400,3991442.4,2657662.008
1992-10-14,255936257.3,14389460.01,86400,3878496,2582457.777
1992-10-15,260329178.9,14727871.7,86400,4367671.2,2908170.192
1992-10-16,254938648.3,14898072.27,86400,4605228,3066345.012
1992-10-17,254817342.7,14221248.88,86400,4812566.4,3204399.212
1992-10-18,252198385.9,13390895.12,86400,4743079.2,3158131.855
1992-10-19,246004542.7,13803876.75,86400,4435063.2,2953042.481
1992-10-20,238159284.5,15069027.46,86400,4106592,2734333.217
1992-10-21,231371354.9,14137417.73,86400,4536864,3020825.526
1992-10-22,226449457.9,15069027.46,86400,4708454.4,3135077.278
1992-10-23,219672103.7,15412858.68,86400,4708454.4,3135077.278
1992-10-24,212394597.1,14898072.27,86400,4777768.8,3181229.578
1992-10-25,206950360.3,14305285.84,86400,4777768.8,3181229.578
1992-10-26,200887983.4,14221248.88,86400,4570992,3043549.313
1992-10-27,194784341.8,15672584.33,86400,4263516,2838819.493
1992-10-28,190978974.7,15672584.33,86400,4502844,2998173.649
1992-10-29,192668647.7,15672584.33,86400,4882442.4,3250925.448
1992-10-30,200026609.9,15585871.91,86400,4952685.6,3297696.18
1992-10-31,209223544.3,14221248.88,86400,4952685.6,3297696.18
1992-11-01,211090613.8,14812869.08,86400,4952685.6,3297696.18
1992-11-02,208221684.5,12019960.74,86400,4468910.4,2975579.301
1992-11-03,218733281.3,13803876.75,86400,4367671.2,2908170.192
1992-11-04,218857075.2,15240600.06,86400,3915907.2,2607367.65
1992-11-05,222523925.8,14137417.73,86400,4536864,3020825.526
1992-11-06,235423480.3,15326695.07,86400,4777768.8,3181229.578
1992-11-07,268179828.5,14727871.7,86400,4708454.4,3135077.278
1992-11-08,324878169.6,14643011.52,86400,4743079.2,3158131.855
1992-11-09,388757698.6,13063665.48,86400,4536864,3020825.526
1992-11-10,437582995.2,15412858.68,86400,4263516,2838819.493
1992-11-11,485183831,15326695.07,86400,4468910.4,2975579.301
1992-11-12,512944773.1,16021217.66,86400,4743079.2,3158131.855
1992-11-13,540233349.1,15412858.68,86400,4743079.2,3158131.855
1992-11-14,559369152,14727871.7,86400,4812566.4,3204399.212
1992-11-15,571274726.4,15499296.69,86400,4605228,3066345.012
1992-11-16,580308364.8,16284442,86400,4743079.2,3158131.855
1992-11-17,584604760.3,18720141.81,86400,4812566.4,3204399.212
1992-11-18,585492883.2,20029334.75,86400,5345740.8,3559408.054
1992-11-19,581820226.6,20313894.18,86400,6126926.4,4079552.674
1992-11-20,575515445.8,20029334.75,86400,6318756,4207280.495
1992-11-21,561917399,20504400.83,86400,6318756,4207280.495
1992-11-22,544392783.4,20695524.88,86400,6280200,4181608.368
1992-11-23,514358761,20218880.97,86400,6318756,4207280.495
1992-11-24,480130364.2,20029334.75,86400,6318756,4207280.495
1992-11-25,448436943.4,20029334.75,86400,6241752,4156008.152
1992-11-26,434299760.6,20313894.18,86400,6203390.4,4130465.464
1992-11-27,435436715.5,20313894.18,86400,6241752,4156008.152
1992-11-28,447025443.8,20504400.83,86400,6241752,4156008.152
1992-11-29,449472913.9,20983308.6,86400,6357376.8,4232995.769
1992-11-30,445597562.9,20218880.97,86400,6512788.8,4336475.295
1992-12-01,436825405.4,20313894.18,86400,6434899.2,4284613.283
1992-12-02,424886860.8,20313894.18,86400,6357376.8,4232995.769
1992-12-03,407823932.2,20218880.97,86400,6318756,4207280.495
1992-12-04,408461356.8,20313894.18,86400,6280200,4181608.368
1992-12-05,410134648.3,20504400.83,86400,6280200,4181608.368
1992-12-06,416868560.6,21272532.94,86400,6396105.6,4258782.953
1992-12-07,421420216.3,19934801.74,86400,6473800.8,4310515.525
1992-12-08,427955581.4,21079556.64,86400,6357376.8,4232995.769
1992-12-09,438144837.1,20218880.97,86400,6318756,4207280.495
1992-12-10,451234955.5,20313894.18,86400,6434899.2,4284613.283
1992-12-11,467048229.1,20313894.18,86400,6318756,4207280.495
1992-12-12,485889373.4,22443219.24,86400,6280200,4181608.368
1992-12-13,508351852.8,24138913.59,86400,6434899.2,4284613.283
1992-12-14,529104337.9,24645810.82,86400,7148368.8,4759669.882
1992-12-15,557423804.2,26605552.72,86400,7310714.4,4867766.076
1992-12-16,575324156.2,27340756.07,86400,7764163.2,5169690.425
1992-12-17,596638897.9,28296239.16,86400,7889616,5253221.917
1992-12-18,612333457.9,31341601.38,86400,8185212,5450041.558
1992-12-19,628411426.6,34953475.62,86400,8484890.4,5649579.424
1992-12-20,641404811.5,37633740.13,86400,9678117.6,6444077.823
1992-12-21,651322425.6,38344315.51,86400,10134849.6,6748188.258
1992-12-22,659438496,41232717.27,86400,10693296,7120024.209
1992-12-23,665976556.8,42457804.65,86400,11071792.8,7372042.518
1992-12-24,670907577.6,42457804.65,86400,11600236.8,7723901.671
1992-12-25,677518214.4,42334733.38,86400,11697307.2,7788535.026
1992-12-26,685709141.8,44318828.85,86400,11843496,7885873.377
1992-12-27,692018069.8,46334618.27,86400,11941322.4,7951010.107
1992-12-28,698632335.4,48124091,86400,12484756.8,8312850.468
1992-12-29,709220862.7,49937162.69,86400,12835281.6,8546243.901
1992-12-30,716464465.9,50328740.62,86400,13342320,8883850.349
1992-12-31,725611426.6,50721347.58,86400,13598582.4,9054480.105
1993-01-01,733215214.1,50590387.12,86400,13701592.8,9123068.55
1993-01-02,740995153.9,50459495.27,86400,13804905.6,9191858.345
1993-01-03,746965981.4,50198123.17,86400,13753216.8,9157441.874
1993-01-04,750927801.6,50590387.12,86400,13701592.8,9123068.55
1993-01-05,754755148.8,50459495.27,86400,13753216.8,9157441.874
1993-01-06,758446571.5,50459495.27,86400,13701592.8,9123068.55
1993-01-07,762002795.5,50328740.62,86400,13753216.8,9157441.874
1993-01-08,767355793.9,49937162.69,86400,13701592.8,9123068.55
1993-01-09,770644834.6,46080929.55,86400,13650055.2,9088752.754
1993-01-10,770352353.3,46207705.31,86400,12936088.8,8613365.367
1993-01-11,766332990.7,46588787.19,86400,12684600,8445914.064
1993-01-12,755504547.8,46588787.19,86400,12734755.2,8479309.402
1993-01-13,734275860.5,46461668.43,86400,12784975.2,8512747.887
1993-01-14,708322579.2,46334618.27,86400,12784975.2,8512747.887
1993-01-15,677976376.3,44193905.34,86400,12784975.2,8512747.887
1993-01-16,653171040,40382674.85,86400,12634531.2,8412576.254
1993-01-17,632102641.9,37397887.83,86400,12236616,8147628.397
1993-01-18,613149315.8,33356293.17,86400,11503468.8,7659469.666
1993-01-19,591384602.9,28724587.55,86400,9859860,6565089.182
1993-01-20,580686382.1,25361737.11,86400,8876066.4,5910040.052
1993-01-21,559656241.9,22344775.95,86400,8015803.2,5337242.403
1993-01-22,549852468.5,17352294.51,22657017.6,7351516.8,4894933.946
1993-01-23,542243185.9,15326695.07,34406035.2,6396105.6,4258782.953
1993-01-24,536386095.4,14389460.01,86400,5237438.4,3487295.984
1993-01-25,526328928,14221248.88,86400,4777768.8,3181229.578
1993-01-26,517652778.2,15326695.07,86400,4468910.4,2975579.301
1993-01-27,517652778.2,15326695.07,86400,4639550.4,3089198.238
1993-01-28,517389638.4,15069027.46,86400,4812566.4,3204399.212
1993-01-29,538059490.6,16815418.39,86400,4777768.8,3181229.578
1993-01-30,549065537.3,17352294.51,86400,4847450.4,3227626.374
1993-01-31,561311285.8,17352294.51,86400,5309539.2,3535303.581
1993-02-01,566313638.4,17622927.82,86400,5454885.6,3632081.028
1993-02-02,564054865.9,19652163.15,86400,5491454.4,3656429.998
1993-02-03,556036669.4,20791292.72,86400,5601679.2,3729822.079
1993-02-04,531172753.9,20791292.72,86400,6241752,4156008.152
1993-02-05,491800170.2,20887197.75,86400,6357376.8,4232995.769
1993-02-06,449557827.8,20983308.6,86400,6396105.6,4258782.953
1993-02-07,410391049,21176010.49,86400,6434899.2,4284613.283
1993-02-08,387752832,20983308.6,86400,6551863.2,4362492.593
1993-02-09,374931244.8,20599894.25,86400,6551863.2,4362492.593
1993-02-10,374188688.6,20124073.56,86400,6396105.6,4258782.953
1993-02-11,391694330.9,20983308.6,86400,6357376.8,4232995.769
1993-02-12,413489525.8,21176010.49,86400,6396105.6,4258782.953
1993-02-13,429263815.7,20695524.88,86400,6396105.6,4258782.953
1993-02-14,440795623.7,21079556.64,86400,6434899.2,4284613.283
1993-02-15,447528291.8,20409044.6,86400,6396105.6,4258782.953
1993-02-16,439791793.9,21079556.64,86400,6396105.6,4258782.953
1993-02-17,433129835.5,15846557.99,86400,6318756,4207280.495
1993-02-18,426504683.5,20124073.56,23483260.8,6012878.4,4003614.954
1993-02-19,419585598.7,21466126.66,86400,5564851.2,3705300.523
1993-02-20,430428556.8,20313894.18,86400,6203390.4,4130465.464
1993-02-21,448177432.3,22541731.14,86400,6396105.6,4258782.953
1993-02-22,481182508.8,24037932.04,86400,6434899.2,4284613.283
1993-02-23,508743037.4,24037932.04,86400,7107998.4,4732789.655
1993-02-24,530409358.1,24037932.04,86400,7229368.8,4813602.922
1993-02-25,529515221.8,23736016.4,86400,7229368.8,4813602.922
1993-02-26,518653705,23937156.29,86400,7188825.6,4786607.638
1993-02-27,508933705,24341219.71,86400,7229368.8,4813602.922
1993-02-28,498101011.2,24239963.75,86400,7310714.4,4867766.076
1993-03-01,482620239.4,23635652.26,86400,7392405.6,4922159.345
1993-03-02,475193122.6,24138913.59,86400,7310714.4,4867766.076
1993-03-03,475734539.5,24747684.19,86400,7392405.6,4922159.345
1993-03-04,481997433.6,24037932.04,86400,7229368.8,4813602.922
1993-03-05,485759462.4,23535493.92,86400,7392405.6,4922159.345
1993-03-06,486974488.3,23736016.4,86400,7229368.8,4813602.922
1993-03-07,487234103,25567541.91,86400,7229368.8,4813602.922
1993-03-08,487493925.1,26188592.2,86400,7474420.8,4976768.345
1993-03-09,487624043.5,26396798.05,86400,7847712,5225320.558
1993-03-10,487624043.5,26188592.2,86400,7805894.4,5197476.727
1993-03-11,482127448.3,26710170.16,86400,7805894.4,5197476.727
1993-03-12,460785335,26710170.16,86400,7847712,5225320.558
1993-03-13,413618814.7,25774032.73,86400,7847712,5225320.558
1993-03-14,410259582.7,27024777.1,86400,7805894.4,5197476.727
1993-03-15,381487553.3,26396798.05,86400,7847712,5225320.558
1993-03-16,369246677.8,26396798.05,86400,7847712,5225320.558
1993-03-17,340628820.5,25774032.73,86400,7805894.4,5197476.727
1993-03-18,328759534.1,24037932.04,86400,7847712,5225320.558
1993-03-19,318790391,23335520.26,86400,7598102.4,5059120.502
1993-03-20,309056601.6,17713481.93,86400,7474420.8,4976768.345
1993-03-21,301141670.4,16460748.12,36288864,6591024,4388567.42
1993-03-22,295124394.2,14305285.84,11367691.2,5675637.6,3779066.54
1993-03-23,291749713.9,14558288.54,86400,4847450.4,3227626.374
1993-03-24,289294778.9,17352294.51,86400,4570992,3043549.313
1993-03-25,286192569.6,19934801.74,86400,4812566.4,3204399.212
1993-03-26,282199541.8,14473771.37,86400,6203390.4,4130465.464
1993-03-27,269686402.6,14389460.01,15986937.6,5382028.8,3583570.056
1993-03-28,269434460.2,14898072.27,86400,4812566.4,3204399.212
1993-03-29,265773104.6,14221248.88,86400,4812566.4,3204399.212
1993-03-30,260877542.4,14221248.88,86400,4673959.2,3112108.994
1993-03-31,251923945,22344775.95,86400,4605228,3066345.012
1993-04-01,249335055.4,15069027.46,86400,5528109.6,3680836.496
1993-04-02,248599756.8,14137417.73,28300363.2,5675637.6,3779066.54
1993-04-03,240181977.6,14727871.7,13698331.2,4952685.6,3297696.18
1993-04-04,238648446.7,14053792.38,86400,4743079.2,3158131.855
1993-04-05,235530374.4,14221248.88,86400,4673959.2,3112108.994
1993-04-06,235656864,14812869.08,86400,4570992,3043549.313
1993-04-07,234104774.4,13970304.23,86400,4743079.2,3158131.855
1993-04-08,234231367.7,14053792.38,86400,4777768.8,3181229.578
1993-04-09,237846067.2,13145232.79,12901420.8,4812566.4,3204399.212
1993-04-10,249153304.3,13145232.79,12901464,4605228,3066345.012
1993-04-11,263277734.4,13063665.48,13465656,4502844,2998173.649
1993-04-12,278329996.8,14727871.7,86400,4401324,2930577.572
1993-04-13,288112619.5,14898072.27,86400,4401324,2930577.572
1993-04-14,294233886.7,14812869.08,86400,4812566.4,3204399.212
1993-04-15,292153443.8,15069027.46,86400,4812566.4,3204399.212
1993-04-16,288259948.8,13803876.75,86400,4987958.4,3321182.221
1993-04-17,286319059.2,14305285.84,20046139.2,4952685.6,3297696.18
1993-04-18,294389510.4,12497908.09,12086798.4,4673959.2,3112108.994
1993-04-19,302420977.9,13226937.29,14441500.8,4468910.4,2975579.301
1993-04-20,302168828.2,14643011.52,86400,4145450.4,2760206.694
1993-04-21,295466019.8,13555538.96,86400,4468910.4,2975579.301
1993-04-22,286090652.2,13638135.28,14558702.4,4673959.2,3112108.994
1993-04-23,275160602.9,14983481.26,86400,4263516,2838819.493
1993-04-24,263509977.6,14473771.37,86400,4502844,2998173.649
1993-04-25,259875993.6,12982303.99,12412699.2,4952685.6,3297696.18
1993-04-26,248599756.8,13887021.89,13324910.4,4673959.2,3112108.994
1993-04-27,240780418.6,15412858.68,86400,4401324,2930577.572
1993-04-28,238832789.8,15672584.33,86400,4777768.8,3181229.578
1993-04-29,235327783.7,15412858.68,86400,4987958.4,3321182.221
1993-04-30,231128743.7,15759502.56,86400,4952685.6,3297696.18
1993-05-01,227666350.1,15240600.06,86400,5058763.2,3368326.889
1993-05-02,224222618.9,13638135.28,14856998.4,5165683.2,3439518.502
1993-05-03,221620976.6,14812869.08,17908300.8,4812566.4,3204399.212
1993-05-04,221371729.9,17532579.51,86400,4223901.6,2812442.641
1993-05-05,218656350.7,17713481.93,86400,4777768.8,3181229.578
1993-05-06,218532038.4,17804173.25,86400,5345740.8,3559408.054
1993-05-07,218407829.8,15933819.23,86400,5382028.8,3583570.056
1993-05-08,217588757.8,15240600.06,86400,5382028.8,3583570.056
1993-05-09,216893894.4,13063665.48,13102516.8,4847450.4,3227626.374
1993-05-10,216893894.4,14983481.26,10189454.4,4367671.2,2908170.192
1993-05-11,216893894.4,17442368.41,86400,3991442.4,2657662.008
1993-05-12,217464756.5,17442368.41,86400,4987958.4,3321182.221
1993-05-13,219803155.2,16549175.58,86400,5345740.8,3559408.054
1993-05-14,221904437.8,16726510.71,86400,5382028.8,3583570.056
1993-05-15,221657368.3,16108821.91,86400,5201517.6,3463378.479
1993-05-16,223188721.9,13720937.41,12219206.4,5165683.2,3439518.502
1993-05-17,219761164.8,14812869.08,17684913.6,4777768.8,3181229.578
1993-05-18,217171342.1,16637740.24,86400,4223901.6,2812442.641
1993-05-19,215287061.8,14643011.52,86400,5058763.2,3368326.889
1993-05-20,214470063.4,15240600.06,12604204.8,4987958.4,3321182.221
1993-05-21,208906283.5,15672584.33,86400,4708454.4,3135077.278
1993-05-22,209714987.5,14898072.27,86400,4812566.4,3204399.212
1993-05-23,212962245.1,13390895.12,11677046.4,5058763.2,3368326.889
1993-05-24,216229201.9,13887021.89,9824760,4502844,2998173.649
1993-05-25,218691601.9,15499296.69,86400,4067971.2,2708617.944
1993-05-26,221041301.8,14727871.7,86400,4605228,3066345.012
1993-05-27,220216009,14473771.37,86400,4743079.2,3158131.855
1993-05-28,216106133.8,14643011.52,86400,4812566.4,3204399.212
1993-05-29,212716316.2,12982303.99,86400,4673959.2,3112108.994
1993-05-30,210967856.6,13970304.23,86400,4639550.4,3089198.238
1993-05-31,209346301.4,13473148.44,86400,4367671.2,2908170.192
1993-06-01,207729930.2,14473771.37,86400,4223901.6,2812442.641
1993-06-02,204388945.9,14305285.84,86400,4300668,2863556.781
1993-06-03,202664436.5,14558288.54,86400,4605228,3066345.012
1993-06-04,201067764.5,13803876.75,86400,4673959.2,3112108.994
1993-06-05,199231384.3,13638135.28,86400,4570992,3043549.313
1993-06-06,195939648,13473148.44,10030176,4536864,3020825.526
1993-06-07,195817409.3,13145232.79,86400,4435063.2,2953042.481
1993-06-08,194906373.1,14473771.37,86400,4067971.2,2708617.944
1993-06-09,193996373.8,14053792.38,86400,4145450.4,2760206.694
1993-06-10,193996373.8,13970304.23,86400,4570992,3043549.313
1993-06-11,192302657.3,13720937.41,86400,4435063.2,2953042.481
1993-06-12,191396079.4,14305285.84,86400,4401324,2930577.572
1993-06-13,189050837.8,13720937.41,86400,4570992,3043549.313
1993-06-14,187371843.8,13063665.48,86400,4435063.2,2953042.481
1993-06-15,185819754.2,14558288.54,86400,4106592,2734333.217
1993-06-16,184151335.7,14305285.84,86400,4401324,2930577.572
1993-06-17,184151335.7,14137417.73,86400,4536864,3020825.526
1993-06-18,184151335.7,13555538.96,86400,4502844,2998173.649
1993-06-19,184151335.7,13720937.41,86400,4435063.2,2953042.481
1993-06-20,182609614.1,13226937.29,86400,4300668,2863556.781
1993-06-21,181718795.5,12820129.8,86400,4300668,2863556.781
1993-06-22,180951563.5,13970304.23,86400,4029588,2683060.874
1993-06-23,179419173.1,13720937.41,86400,4502844,2998173.649
1993-06-24,179419173.1,13555538.96,86400,4367671.2,2908170.192
1993-06-25,177893003.5,13473148.44,86400,4300668,2863556.781
1993-06-26,177771697.9,13226937.29,86400,4145450.4,2760206.694
1993-06-27,177771697.9,12820129.8,86400,4223901.6,2812442.641
1993-06-28,176249675.5,13308847.6,86400,4184546.4,2786238.375
1993-06-29,176249675.5,14053792.38,86400,4029588,2683060.874
1993-06-30,176888344.3,14137417.73,86400,4145450.4,2760206.694
1993-07-01,176888344.3,14983481.26,86400,4401324,2930577.572
1993-07-02,177771697.9,14727871.7,86400,4468910.4,2975579.301
1993-07-03,177771697.9,14643011.52,86400,4570992,3043549.313
1993-07-04,176128369.9,14221248.88,86400,4708454.4,3135077.278
1993-07-05,173734606.1,14221248.88,86400,4605228,3066345.012
1993-07-06,171473345.3,15499296.69,86400,4401324,2930577.572
1993-07-07,170722702.1,16196563.35,86400,4639550.4,3089198.238
1993-07-08,166866013.4,15672584.33,86400,4917520.8,3274282.049
1993-07-09,166745122.6,16108821.91,86400,4987958.4,3321182.221
1993-07-10,165259388.2,14983481.26,86400,4777768.8,3181229.578
1993-07-11,165259388.2,13970304.23,86400,5094316.8,3391999.898
1993-07-12,165138497.3,14812869.08,86400,4639550.4,3089198.238
1993-07-13,165138497.3,16196563.35,86400,4334126.4,2885834.722
1993-07-14,164398222.1,16108821.91,86400,4812566.4,3204399.212
1993-07-15,164398222.1,15933819.23,86400,5058763.2,3368326.889
1993-07-16,165880846.1,14727871.7,86400,5129956.8,3415730.436
1993-07-17,173251042.6,14053792.38,86400,4917520.8,3274282.049
1993-07-18,181640828.2,12417781.42,86400,4570992,3043549.313
1993-07-19,181640828.2,12258145.5,12119544,4300668,2863556.781
1993-07-20,183182549.8,13308847.6,86400,3841322.4,2557706.107
1993-07-21,183182549.8,13638135.28,86400,3953556,2632435.727
1993-07-22,183182549.8,13720937.41,86400,4334126.4,2885834.722
1993-07-23,171621918.7,14473771.37,86400,4300668,2863556.781
1993-07-24,170869201.9,13720937.41,86400,4401324,2930577.572
1993-07-25,168620382.7,13390895.12,86400,4536864,3020825.526
1993-07-26,165639582.7,12982303.99,86400,4367671.2,2908170.192
1993-07-27,161207262.7,15154710.85,14933678.4,4367671.2,2908170.192
1993-07-28,157550469.1,14983481.26,86400,4502844,2998173.649
1993-07-29,155372152.3,17262426.41,86400,4708454.4,3135077.278
1993-07-30,153085801,17262426.41,86400,5058763.2,3368326.889
1993-07-31,153085801,17352294.51,13190731.2,5675637.6,3779066.54
1993-08-01,152366261.8,15240600.06,16631956.8,5824634.4,3878274.569
1993-08-02,152366261.8,15326695.07,15418987.2,5273445.6,3511271.018
1993-08-03,151528320,16637740.24,86400,4777768.8,3181229.578
1993-08-04,151528320,16993713.95,86400,4673959.2,3112108.994
1993-08-05,151528320,16904463.26,86400,5273445.6,3511271.018
1993-08-06,150691622.4,16637740.24,86400,5273445.6,3511271.018
1993-08-07,150691622.4,16904463.26,86400,5273445.6,3511271.018
1993-08-08,149261875.2,14983481.26,86400,5273445.6,3511271.018
1993-08-09,149261875.2,14898072.27,12040617.6,5129956.8,3415730.436
1993-08-10,148549593.6,17352294.51,86400,4708454.4,3135077.278
1993-08-11,148549593.6,17442368.41,86400,5129956.8,3415730.436
1993-08-12,148549593.6,16904463.26,86400,5418403.2,3607789.587
1993-08-13,148549593.6,18351819.82,86400,5382028.8,3583570.056
1993-08-14,149141710.1,15585871.91,86400,5382028.8,3583570.056
1993-08-15,149141710.1,14812869.08,18226598.4,5564851.2,3705300.523
1993-08-16,148429428.5,15933819.23,11493835.2,5023317.6,3344725.791
1993-08-17,148309367,16637740.24,86400,4605228,3066345.012
1993-08-18,149021648.6,16726510.71,86400,4952685.6,3297696.18
1993-08-19,149141710.1,17352294.51,86400,5309539.2,3535303.581
1993-08-20,147838348.8,16549175.58,86400,5273445.6,3511271.018
1993-08-21,145713945.6,15933819.23,86400,5491454.4,3656429.998
1993-08-22,145593780.5,14558288.54,86400,5345740.8,3559408.054
1993-08-23,145473719,15846557.99,11439921.6,4777768.8,3181229.578
1993-08-24,144647700.5,16637740.24,86400,4605228,3066345.012
1993-08-25,143823859.2,16196563.35,86400,5129956.8,3415730.436
1993-08-26,144527846.4,14727871.7,86400,5129956.8,3415730.436
1993-08-27,144527846.4,19370896.59,12221409.6,4917520.8,3274282.049
1993-08-28,144527846.4,15585871.91,86400,5058763.2,3368326.889
